时间(s),原始信号,降噪信号
0.77,-0.040242142209348186,0.05219360088790814
0.78,0.11779191528089994,0.07784424806287896
0.79,-0.5523362902744411,0.05219360088790814
0.8,0.24595097617400632,0.059897663175106364
0.81,0.44222394375013907,0.059897663175106364
0.82,0.6586780722529502,0.075717182513375
0.83,0.13585546224606757,0.075717182513375
0.84,-0.06640902948965165,0.05706137113594102
0.85,-0.001489137912027344,0.05706137113594102
0.86,0.3978031132329515,0.04124185179767238
0.87,0.22118251062000377,0.04124185179767238
0.88,-0.161598237802917,0.056410831700821826
0.89,0.32656582455547145,0.056410831700821826
0.9,0.1681876862881635,0.040591312362553186
0.91,0.4969007351137188,0.040591312362553186
0.92,-0.06917217359255734,0.03385848247495816
0.93,0.013022917548252771,0.03385848247495816
0.94,-0.08156039562709702,0.0496780018132268
0.95,-0.31213891795218685,0.0496780018132268
0.96,0.2858287387144859,0.12474012418123509
0.97,0.08340102801942811,0.07334670050522966
0.98,0.13453196688216207,0.07847012015388699
0.99,0.07346342171419754,0.07522673507020175
1.0,-0.3800834340088629,-0.008419364575284131
1.01,-0.07496131096434822,0.04297405910072129
1.02,0.03414643718955551,0.024466244213560244
1.03,-0.24084540774194974,0.02770962929724547
1.04,0.10740543771812294,0.10628260935038943
1.05,0.1407796850733637,0.11199114037351479
1.06,0.7827443323210009,0.14651425050059938
1.07,0.37064293004729243,0.10407274293140456
1.08,0.0885839345272052,0.06857668187823886
1.09,0.13187820395374517,0.06286815085511349
1.1,-0.5638998868715065,0.014960645489525193
1.11,0.17376572278204963,0.05740215305872002
1.12,-0.03998343724919437,-0.03549704628970381
1.13,0.857022059366845,0.16001484471455046
1.14,-0.08853932031170954,-0.12355117238812917
1.15,0.12829764630447366,0.15801157701600427
1.16,-0.06040053462879666,0.20077307864766183
1.17,-0.21454874524857412,0.07067221158592842
1.18,0.30292231349031173,0.3768230493091031
1.19,0.33130938295515444,0.13560859651234056
1.2,0.25739456520577975,0.2960635877768023
1.21,-0.23371698973053165,0.0622294839420925
1.22,0.48148508031201315,0.39655271693325395
1.23,-0.4541346891946459,0.029031147402885128
1.24,0.2394467731534058,0.06111730727893626
1.25,0.8439868331691356,0.2546031145062751
1.26,-0.33709333239073364,-0.22942638216016878
1.27,-0.02500590307307868,0.07268416342767921
1.28,0.20938300823120676,0.1295560609062667
1.29,-0.2022487139575585,0.09768120200136776
1.3,-0.5862433473707337,-0.07303681492580091
1.31,0.08013500168812793,0.2570243577404626
1.32,-0.34783244159793913,0.054595378157023144
1.33,0.3367182854306219,0.15786492663234453
1.34,-0.2472946811945536,-0.05386192792352072
1.35,0.4061071816930005,0.2439946392446343
1.36,-0.32810479505991713,-0.08347532872616331
1.37,0.04152059928870604,0.24312612615306484
1.38,0.21066522626941292,0.20260515098817627
1.39,-0.33639568464394487,-0.0652819470295289
1.4,0.19001864264405405,-0.03094345824037427
1.41,0.3740204011790692,0.3109902285104749
1.42,-0.4649064423077804,-0.07155106960332927
1.43,0.07606455520474606,0.3083481197804572
1.44,0.16658190190738129,0.07662997892077461
1.45,0.31746208045339636,0.23063011676517134
1.46,-0.36634839801345953,0.04876482231897786
1.47,-0.3642479899516589,-0.06601537228779183
1.48,0.141736288739579,0.21640925619411228
1.49,-0.0398276353664663,0.19507527199195496
1.5,0.12374991538038688,0.14638090698570133
1.51,0.3102719963625957,0.23141760841150089
1.52,-0.2663949663423845,0.012846777300516476
1.53,0.006991511815064244,0.24523518827387053
1.54,0.01592560741262125,0.2626039743968488
1.55,-0.1259038330373904,-0.038208021611326845
1.56,0.6161769173682303,0.2640473485093354
1.57,0.13437980425532176,0.21000026800806862
1.58,-0.4403140557053299,0.06005607028069443
1.59,0.22925049460781105,0.08948090058194973
1.6,-0.4268224696315485,0.31507216135916616
1.61,0.27999910435476716,0.30052494062302415
1.62,0.46930791006776706,0.6514072069079486
1.63,-0.3386379162104246,0.031937086455425145
1.64,0.16850468129905422,0.6435362061650158
1.65,0.31171883605259354,0.6519192516183793
1.66,0.21723687141252712,0.3013383520740738
1.67,0.7164562475505099,0.8214178669016157
1.68,-0.0464480984434701,0.2708409692111034
1.69,-0.19494198442675376,0.3289416434680822
1.7,-0.171760522567123,0.067900984534629
1.71,-0.28452966266070423,0.1802062862235897
1.72,0.05107981198235989,0.5812127234209025
1.73,0.12315941113768353,0.18827400865803445
1.74,0.015523790648368757,0.030193501029956306
1.75,0.3531493704452692,0.14717145893912464
1.76,0.05045150393635722,0.035926251634098044
1.77,0.49259101593987453,0.5797986657851466
1.78,-0.1287343947771633,0.44761008871659114
1.79,1.054465512013928,0.7581068341419492
1.8,0.3709918139963899,0.6608027209001508
1.81,-0.05402434925198127,0.0142380764758442
1.82,-0.23412966114223766,-0.14175119474226203
1.83,0.08513394563641868,0.4156975881640085
1.84,0.23864074873357502,0.6515111420587201
1.85,0.3365155676707621,0.36018762784337005
1.86,0.20688948789410877,0.03000115430353459
1.87,0.16347567629541035,0.3908243079251448
1.88,0.013997234626241348,0.11370072806051246
1.89,-0.2894892166969196,0.35514512055179925
1.9,0.17244641634792504,0.5485411740083226
1.91,0.5510484477809632,0.32051777632412237
1.92,0.15285402326059272,0.2257976077729032
1.93,-0.22394750695869153,-0.11630829413894778
1.94,0.3689401613086011,0.5015053117899733
1.95,0.06488582744863347,0.5379049382391768
1.96,-0.05847826597743989,0.04790496446940265
1.97,0.13045055246092097,0.2985645747594325
1.98,0.1997636758099413,0.2621253751754873
1.99,-0.13645789751612228,0.02415633152878989
2.0,0.3174097209190408,0.2498583463630539
2.01,0.36667416092800986,0.2734027947382946
2.02,0.4759923264837722,0.5719936942645891
2.03,0.7954989570555253,0.5860175306070667
2.04,0.04622948157912265,0.6547197160299641
2.05,-0.11189908972475963,0.30741505018544724
2.06,0.5967886850864648,0.46521734050065033
2.07,0.41073225134892033,0.5702316845127914
2.08,0.4763893207367475,0.6662580123376538
2.09,1.469984444058953,1.3850575179850482
2.1,0.43330287205073853,0.7372834909779575
2.11,0.7787004915719146,1.135917576171463
2.12,0.6427998104061681,0.6153697528469106
2.13,0.5057433731642355,0.6277894297695679
2.14,0.14353642967803082,0.379781942809787
2.15,0.5192233319708389,0.21190262400128823
2.16,-0.0029277794149583647,0.008418722664352535
2.17,0.32763409227587903,0.8480777518040641
2.18,0.13147409713826153,0.4789020319696171
2.19,0.4011990697610419,0.16639112666691408
2.2,1.2370657091523443,1.3425679817064768
2.21,-0.031915972546214325,0.4043946170096792
2.22,0.6261671432724119,1.3880044456037375
2.23,-0.05658132005375876,0.45649543682962246
2.24,0.47534650417582486,0.6230585670371457
2.25,0.8297257965060505,0.6009451495901786
2.26,0.4378982666176963,0.073216955600516
2.27,-0.018507241773034783,0.11873987254541096
2.28,0.2882307340814224,0.22890396971947422
2.29,0.7566682717556873,0.6081213164645477
2.3,0.19282132740477642,0.2905347265840514
2.31,0.5727847825642765,0.25357516554748283
2.32,0.4495948676915888,0.7007180442461367
2.33,0.25741035746091273,0.5504606663764318
2.34,0.8731972811523536,0.7684424646084209
2.35,0.649698979630562,0.9421093419760538
2.36,-0.02817034499445556,0.06401465251828835
2.37,0.4857710596696014,0.47616381700780896
2.38,0.2979057259026131,0.7378295174395456
2.39,0.6729883608720526,0.6679381386585299
2.4,0.2999783465700885,0.14889646376946347
2.41,0.448221412228807,0.24526291603997652
2.42,0.5757660353670226,0.40782838682619565
2.43,0.8994337844526512,0.39136285682975974
2.44,0.2506890057487147,0.46256400676843834
2.45,0.3600853548105334,0.7633935005270435
2.46,0.43371414662019436,0.057049160779175434
2.47,0.3872490992561254,0.42753302009889893
2.48,1.119997562688795,0.6037594224849944
2.49,0.47559419910096823,0.480067965903182
2.5,0.2385569375965432,0.07309020431835953
2.51,0.7412719737728688,0.37880616116737154
2.52,1.1258823994924543,0.9823859910390595
2.53,1.0654244614577286,0.4865569571566042
2.54,0.10728201147366165,0.34049491077840466
2.55,0.35005708772983574,0.426936014123808
2.56,0.6869283494848155,0.412225998881585
2.57,0.4459612614544398,0.06605277865140105
2.58,0.5180692764357163,0.014756506998827993
2.59,0.6575824824504172,0.5325651862484717
2.6,0.22230675953216134,0.04819594246927636
2.61,0.6443915083739911,0.215657527869744
2.62,-0.36912117964654423,-0.311813090256209
2.63,0.19882618859063728,-0.012425657977807954
2.64,0.47987443145060094,-0.08318236182807534
2.65,0.09045478824003361,-0.11988237498122212
2.66,1.0362329441689626,0.5334337269677863
2.67,0.10339781233698589,-0.11775749686926265
2.68,0.4800144091878398,0.12812042221004336
2.69,0.6487326758924264,0.035013749240211584
2.7,0.9976383832242599,0.23680180159225214
2.71,0.04489384002198041,-0.11206179752152692
2.72,0.9240449532681878,0.4383773404051576
2.73,0.49789261507893123,0.002793934495628779
2.74,0.0975862356409915,0.037589994726831964
2.75,0.5920299639023145,-0.001050385315862247
2.76,0.564278178502679,0.2821420958190737
2.77,0.40365317390566857,0.023302436424817462
2.78,0.4954202428998785,0.06696710779776213
2.79,0.2480457644848001,-0.1328223088518433
2.8,0.5252512197400355,0.03365026565092074
2.81,0.6856880375461776,0.1542742289507726
2.82,0.9645342537045065,0.7078203592014467
2.83,0.16987591493612722,-0.4180339694913839
2.84,1.188532704103391,0.7115383965811439
2.85,-0.20700630163952732,-0.6345152114632486
2.86,0.3323244619036846,-0.09692590324393022
2.87,0.5024486003281048,0.2594920493158449
2.88,0.5765320654540987,-0.34548708932422717
2.89,0.36189947177188686,-0.23275749358173156
2.9,0.31393162413395936,0.006816227166452447
2.91,0.2365347788808972,-0.17385407952448698
2.92,0.3470141393514987,0.02214145621944
2.93,0.6930741600335694,0.1636272408134564
2.94,0.5337339367184605,-0.00026438323711455367
2.95,0.04143203284701302,-0.16473629976331486
2.96,0.6942041757382076,0.3611739657069983
2.97,0.35829811685863944,0.020939904463364026
2.98,0.47694973302675975,-0.052829663618892325
2.99,0.49079134807497365,0.07490919698527262
3.0,0.027536440836770287,-0.44085426112746556
3.01,0.14000021625583903,-0.2492419993969786
3.02,0.39433444047124666,0.06381262880320074
3.03,0.5858201843567465,-0.006231275168444541
3.04,0.39912997625004243,0.04357867788774401
3.05,0.13323625847611842,0.23317588601841238
3.06,0.7724474537809178,0.3180907353786158
3.07,0.03334599862976151,-0.32568851030074986
3.08,0.5330143401085056,0.35320919773180803
3.09,0.222517777126173,-0.19376061123385574
3.1,0.22062203428107402,-0.514608185049338
3.11,0.5816457028678219,-0.0489795412232225
3.12,0.6253701927195995,-0.19092619801383992
3.13,0.386662777918641,-0.19620028880886597
3.14,0.7075860645424707,0.2940578553187025
3.15,0.35803378411064235,0.24488944224753867
3.16,0.5176416127413959,0.024973197402857486
3.17,0.34457991804617694,-0.02541401184839369
3.18,0.2713054562989011,0.10263494073614941
3.19,0.2769488390415582,-0.3280585488346553
3.2,0.2505830868587109,-0.06139118108481036
3.21,0.5187256440115708,0.16850032330204553
3.22,-0.02982814292284578,-0.5808101879745503
3.23,0.7918206886604517,0.1997832033756165
3.24,0.01585271895115356,-0.3284892771915679
3.25,-0.2152121469500482,-0.5669242357713556
3.26,0.39766562568926395,0.04972165984345723
3.27,0.375481260230676,0.19559256514708617
3.28,0.42758525711655926,0.0094808224957185
3.29,0.48572365352234603,0.1479122043439102
3.3,0.1773389741323652,-0.18528293522385564
3.31,0.02075967144477584,-0.3177809361964707
3.32,0.041218260403357104,-0.11588019198939625
3.33,-0.08641563803061786,-0.434562805102239
3.34,0.42336824202560314,0.0867409376875222
3.35,0.10681839966038417,-0.3364750351662333
3.36,-0.08803517967029627,-0.24830166398688072
3.37,0.10944223771275498,0.02267984378880035
3.38,0.2157863193811958,-0.0860560596499947
3.39,-0.020475375077586497,-0.4663688708841801
3.4,-0.11035442495454564,-0.2948000421082784
3.41,0.12046569362065401,-0.397251040258763
3.42,0.1990899746058335,-0.2937520257345123
3.43,-0.03745759785175755,-0.15833370854310058
3.44,-0.025359949496334355,-0.17449315598020612
3.45,0.19752973640407162,-0.4457245484969569
3.46,-0.29646276013126716,-0.2698014043089173
3.47,-0.33815739326910066,-0.03584071951467785
3.48,0.032897229601227124,-0.10074007027696455
3.49,-0.04836835018306486,-0.002342576066994336
3.5,0.1531942375010944,-0.2727828296977336
3.51,0.7986870051180432,-0.26615240913078353
3.52,0.2774172261740154,-0.26377896673957335
3.53,-0.05980287266700014,0.11735640329145156
3.54,0.18874370175353708,0.0007412558515549061
3.55,-0.39227098907100616,-0.10166144227240426
3.56,0.0920094858821788,-0.13799517065309005
3.57,0.2172067252270775,-0.326252894849257
3.58,0.04865916274924548,0.36058369475280144
3.59,-0.33967324879897925,-0.08124136730916956
3.6,0.11002788949622211,-0.12563437377531533
3.61,0.6447876697113176,0.20709554909389122
3.62,0.16384352523958606,0.14174706686385352
3.63,0.155383574829488,-0.036813307961826316
3.64,0.3506938663222563,-0.14939952523900052
3.65,0.08122256446903903,-0.08931852595609949
3.66,0.3110554257556641,0.3242883286750292
3.67,0.06648951248566823,0.15855421963202854
3.68,-0.11783562803058356,-0.03225668487015693
3.69,-0.22131476062483996,-0.28503644943019746
3.7,0.060503085236514514,-0.5598316930527658
3.71,0.22083961230378052,-0.20672954866913154
3.72,0.509893559490281,0.25345759788289884
3.73,0.49163730979742637,0.036623095155163043
3.74,0.8741030118737803,-0.22745299481681772
3.75,-0.13917814970867115,-0.17248155571466967
3.76,0.4665971991356844,0.07582494400990229
3.77,0.19543432830948465,-0.11553028188163345
3.78,0.7676808029031896,-0.1256286662703176
3.79,-0.049331710713321736,-0.4461141431444561
3.8,-0.13556895409216363,-0.19136467081875283
3.81,0.11843412877145314,-0.1227538738174543
3.82,-0.6508437625934396,-0.6802298327298714
3.83,-0.07160526393339468,-0.4066733195973846
3.84,-0.09448073176115732,-0.09550351437269677
3.85,0.24103168005186001,0.1663543647355425
3.86,0.371224126917045,-0.08558264636510661
3.87,0.715395110215872,-0.30999463051269127
3.88,0.29974240656506246,-0.0314443566405988
3.89,0.07132002061442033,-0.0919086935171631
3.9,-0.028293941922189897,-0.5624166614518775
3.91,0.11645612866860383,-0.08653406570142531
3.92,-0.228913820561216,-0.2802911201534519
3.93,0.5586898648695429,0.06922119012778673
3.94,0.4627506241039394,0.2569848987587079
3.95,-0.04230780984061108,0.15763150174404109
3.96,-0.25402947492480066,-0.20253070885490765
3.97,0.6095837564418902,-0.21424672685304708
3.98,0.0395928335026246,0.2111194922283312
3.99,0.6707863374035599,0.07729633162723404
4.0,-0.40238995659749976,-0.161656473352837
4.01,0.07897423681511179,-0.30702806580325115
4.02,0.15525793778315916,-0.1588098864979099
4.03,0.21798206252694918,-0.22799754891938173
4.04,0.1549507230505658,-0.2701012408251618
4.05,0.484466524765053,-0.21514505391310446
4.06,0.03811469355504509,-0.17881739176874006
4.07,0.19697918788002367,-0.23627802760484898
4.08,0.3169199038578851,-0.3066874626141608
4.09,0.36620652080911104,-0.1694350921536134
4.1,0.4992210778367135,-0.25855966959230275
4.11,-0.02769116317845753,-0.14741200981079428
4.12,-0.19945188919860127,-0.6150005298501316
4.13,0.4832194435017252,0.06793356833471309
4.14,0.4135388215692161,0.0906995080570005
4.15,0.0928153096182971,-0.5558893658336226
4.16,0.6840404075129045,-0.14430406625111555
4.17,0.19844970219336744,-0.30288780460516346
4.18,0.7791582533000212,-0.3842251077340326
4.19,0.35904097962283177,-0.20921980377805025
4.2,0.8894144126503942,-0.26671017774286826
4.21,0.7056627498073285,0.14912450216117684
4.22,0.13889316629502457,-0.05507007874297798
4.23,0.7052334935386193,-0.03003437448853985
4.24,0.5101359458874126,-0.1001699869304269
4.25,0.6534649317643524,-0.2819607624467473
4.26,0.061438470161910244,-0.3010588254492992
4.27,0.4322427707909151,-0.048590701577701456
4.28,0.7627260208008548,-0.4300659446473273
4.29,-0.0904885998636146,-0.12031378363442113
4.3,-0.07465367518075311,-0.3146679819510586
4.31,-0.34422813874247377,-0.3819647869864937
4.32,-0.011492158208743719,-0.22391043379870923
4.33,0.4059673346344467,-0.2830282464468336
4.34,0.6563420829157218,-0.38716804820779593
4.35,0.38672770834837955,-0.16883922398352236
4.36,0.8135544638056207,-0.4895115844433561
4.37,-0.1897201846014415,-0.25469628290608215
4.38,-0.1853503776032368,-0.1929440113476531
4.39,0.3756306890952565,-0.3234808054564317
4.4,0.5103769682059214,-0.32416218248609596
4.41,0.14398190923718612,-0.5475017341209998
4.42,-0.28982127250573964,-0.18003737463387953
4.43,0.1766851451448369,-0.3193462165578209
4.44,0.03806895575709998,-0.4979913425308013
4.45,0.6221969743769531,-0.05629225849496827
4.46,0.3646240290421099,-0.38136908777955536
4.47,-0.016422661262547072,-0.7239092972611875
4.48,0.135666898249694,-0.6846026873743598
4.49,-0.217177061779259,-0.2008792979330162
4.5,0.337678888488385,-0.7405858920392584
4.51,0.5806795274275266,-0.12080455130610304
4.52,0.10138879418387907,-0.8126683910594272
4.53,0.34946490785361534,0.021344692409669054
4.54,0.0816851350386377,-0.4849971081551618
4.55,-0.10641608707230402,-0.2822350485325818
4.56,0.1579026479014043,-0.5181712431642388
4.57,-0.13739123532774186,-0.24906091352350487
4.58,0.20646061162779916,-0.4585918333128808
4.59,-0.14716819262334566,-0.3327318653368774
4.6,0.8707275254088117,-0.4725749499219955
4.61,0.2475035832951973,-0.3888154934233659
4.62,-0.05828153271668231,-0.5649816196713304
4.63,0.32179843024385313,-0.3205003656360455
4.64,0.29384717200058774,-0.45942924461928
4.65,0.0825583327508839,-0.8208777903356343
4.66,0.5127128352791258,-0.6330542362827221
4.67,0.39248324081937336,-0.34953007532803376
4.68,0.037333700819851504,-0.6679710303741018
4.69,0.1098030517517393,-0.6681834708225143
4.7,0.08011003618475043,-0.44899297687842876
4.71,-0.4671890873691384,-0.5267049211916823
4.72,-0.271760332616528,-0.6454647983779038
4.73,0.6281993416913377,-0.7054098592065139
4.74,0.44530302197704547,-0.3461255268763841
4.75,-0.07606921622257755,-0.614852214805925
4.76,0.3976833135227805,-0.47434397177441545
4.77,0.3508385585183176,-0.8834170993506472
4.78,0.98327985694156,-0.4927658271293441
4.79,0.45941842283962875,-0.41236444831126334
4.8,0.13436010314481084,-0.42603532142682415
4.81,-0.08846888277829205,-0.33488688981307585
4.82,-0.5716811198436839,-0.18613993280503416
4.83,0.07982393940571719,-0.1399466105654284
4.84,-0.16192122232300957,-1.1131062303577173
4.85,-0.2808761654918973,-1.021957798743969
4.86,0.07501132122322543,-0.8732108417359276
4.87,-0.27482293193469637,-0.8270175194963217
4.88,0.4322307611600716,-0.6601791387099689
4.89,0.35347305732203166,-0.8221324991530328
4.9,0.14605081432619788,-0.6897503320891162
4.91,0.47916825067287117,-0.8067485831580375
4.92,-0.0497716511292372,-0.784672591796087
4.93,-0.16590582643744514,-0.9466259522391508
4.94,0.513132000109706,-0.8142437851752342
4.95,0.05201553265878664,-0.9312420362441556
4.96,-0.28539061318128445,-0.8458316251233945
4.97,0.015865486773508623,-0.34323617327620753
4.98,-0.18434317198593023,-0.7272753666804775
4.99,-0.45421992821152263,-0.13218102726146425
5.0,0.19990036217125196,-0.724115288820339
5.01,0.6304119549709052,-0.4962127965472165
5.02,-0.5980772404006013,-0.6973749428045238
5.03,0.13989098887948198,-0.19334173810537142
5.04,-0.4078642265914432,-0.6748164992918114
5.05,-0.14309796684376955,-0.4688559964571689
5.06,-0.306736125329787,-0.0004785042010094732
5.07,-0.2635252875976497,-0.6319193735962705
5.08,-0.06289120408209223,-0.20944895649675926
5.09,-0.49716922167837185,-0.9029632522842673
5.1,0.061421954362061056,-0.5568271336347889
5.11,-0.028043392503824455,-0.04431045719453735
5.12,-0.14998368174226165,-0.6777461587796096
5.13,-0.5006809831561048,-0.0798072727848815
5.14,-0.3743003184178829,-0.4973166111881207
5.15,0.06101304237121301,-0.6554060399200755
5.16,-0.10194967550057593,-0.47654044650511074
5.17,-0.3513417648887007,-0.41621748547119786
5.18,-0.16027224844728166,-0.4275529130432795
5.19,-0.25326315102375097,-0.9277253313399657
5.2,-0.6942458277997013,-0.6805805760334616
5.21,-0.09894542214780461,-0.589599088962977
5.22,-0.4552058438527459,-0.5635018809854351
5.23,-0.12532898532670317,-0.3115085644672986
5.24,-0.41990091836100457,-0.44403072313941205
5.25,-0.7174957650627397,-0.7937905073555906
5.26,-0.7472967750649209,-0.39104294935781175
5.27,-0.3098783815867112,-0.38425796873025436
5.28,-0.2150030335157303,-0.37800852573782195
5.29,-0.5745135124791281,-0.1772915478809839
5.3,-0.2020639960217305,-0.3091093777117061
5.31,-0.763138583647671,-0.35779520957072386
5.32,-0.2916470669132808,-0.5567764392468708
5.33,-0.5555489926697125,-0.8664441084281198
5.34,-0.4213498576129526,-0.44565041460732485
5.35,-0.3775596564683067,-0.4002889520075879
5.36,-0.5112747238929674,-0.5463738404064858
5.37,-0.5329993079417339,-0.7312353402543367
5.38,0.027227170580930004,-0.68210227142148
5.39,-0.5622818670464319,-0.3094484622076009
5.4,-0.19417540034773012,-0.29737032726337914
5.41,-0.6629972157468786,-0.18934908309505938
5.42,-0.45738323560219285,-0.27597337879607053
5.43,-0.08715876449383053,-0.4595118717467267
5.44,-1.1133813493831437,-0.11988053409388712
5.45,-0.5840767086308358,-0.593177564992878
5.46,-0.21576264791292804,-0.4485141909944672
5.47,-0.5708553295355634,-0.6853796056390422
5.48,-0.316918050345426,-0.330741251971301
5.49,-0.5054485096352344,-0.5279669070015888
5.5,-0.2850315623661169,-0.3283745212151909
5.51,-0.4153639927616122,-0.6598692155321939
5.52,0.07013078711160112,-0.184586422080531
5.53,-0.26638876407118267,-0.6177563321132331
5.54,-0.3368158776306212,-0.41948997827338474
5.55,-0.5277466200792926,-0.5150404175879734
5.56,-0.6631510346973,-0.20966995920553147
5.57,-0.5178732468092001,-0.44702273510210805
5.58,-0.16696871938010355,-0.30368539305024655
5.59,-0.44732978125859046,-0.7764950626972361
5.6,-0.185336620879281,-0.2827956368924121
5.61,0.2076139949828122,-0.36475410980056117
5.62,-0.01881487086609969,-0.38580262246500174
5.63,-0.517936830719053,-0.18617301854031088
5.64,0.08417002091113852,-0.4005839004391584
5.65,-0.5159419239368037,0.13015512768880186
5.66,-0.9414198805885923,0.2413960880841136
5.67,-0.5712982592579099,-0.40701407106038845
5.68,-0.9620972558679532,-0.4097275985609035
5.69,-0.46722168757561233,0.08355421542656277
5.7,-0.2636467484508762,0.10460272809100338
5.71,0.11494689035989604,-0.5063502169130046
5.72,-0.3976657589291091,-0.34119776440683297
5.73,-0.2640547401035068,-0.38569902317448795
5.74,-0.1568273284004157,-0.49693998356979974
5.75,-1.0158364870548617,-0.33476759378560283
5.76,-0.1963917377154467,-0.38394988841377276
5.77,-0.19069951058508444,-0.45968894185371323
5.78,-0.9056347643734614,-0.24438725104752082
5.79,-0.0022331005220645496,-0.1913296596526836
5.8,-0.4452818408374888,-0.0051077033575347465
5.81,-0.508170951802497,-0.2867937126019588
5.82,-0.1363413340575189,-0.14218424824625617
5.83,0.321272729008223,-0.2950736126559025
5.84,-0.43401542839469476,-0.26143298367446044
5.85,-0.13247824248697854,-0.09032967544069388
5.86,-0.46675707303778474,-0.3985095285631819
5.87,-0.4771535049958561,-0.09860957549463754
5.88,-0.11406940749553103,-0.2453470381042031
5.89,-0.6695596808242736,-0.03942638994293077
5.9,-0.2831039146790836,-0.10578440073795123
5.91,-0.4821100875129595,0.22893289225809882
5.92,-0.28134601803151127,-0.2048753963790082
5.93,-0.0785383549792354,-0.13170824975504225
5.94,-0.04727600108431026,-0.3241420917993416
5.95,-0.6241566708368944,-0.37713429507953145
5.96,-0.2538632956245278,-0.2721378171318299
5.97,-0.6219800476321621,-0.051143147563413434
5.98,-0.4624702905403784,-0.020579240458976134
5.99,-0.3265725380247709,-0.2617488533711687
6.0,0.10009505843479441,-0.1864742189742335
6.01,-0.6646008386281148,-0.13622450726978666
6.02,0.002025027708071569,-0.3236367661822662
6.03,0.23322119232370508,-0.14722770457366355
6.04,-0.08523300312864476,-0.1457688559230559
6.05,0.3199024273860496,-0.49018038381988516
6.06,-0.6354719170121765,0.07844213132337347
6.07,-0.6866329062754386,0.19619488590715325
6.08,-0.7455032680124485,-0.3591558552792805
6.09,0.14432143001458414,-0.2214711983485211
6.1,-0.015313777281654076,-0.1627855866957018
6.11,-0.1843996252058275,-0.08603359624294624
6.12,-0.05729385519264393,-0.09806826151633607
