时间(s),温度(°C),原始角速率,补偿后角速率,漂移
0.91,25.103124409786172,0.5565109510570437,0.4969007351137188,0.05961021594332494
0.92,25.03825484109572,0.049143577816036406,-0.06917217359255734,0.11831575140859374
0.93,25.012946275254322,0.15496766550285826,0.013022917548252771,0.1419447479546055
0.94,24.9424114962545,0.12715666721899868,-0.08156039562709702,0.2087170628460957
0.95,25.037060276664885,-0.1927151121283133,-0.31213891795218685,0.11942380582387355
0.96,25.10398282967395,0.34468476955582056,0.2858287387144859,0.05885603084133467
0.97,24.91613936097451,0.3169072496150776,0.08340102801942811,0.2335062215956495
0.98,25.039534788821225,0.2516613513733253,0.13453196688216207,0.11712938449116322
0.99,25.05440586185481,0.1768806164613866,0.07346342171419754,0.10341719474718908
1.0,24.95960924146597,-0.18767625017942516,-0.3800834340088629,0.19240718382943775
1.01,24.9729442423389,0.10478954797535356,-0.07496131096434822,0.17975085893970177
1.02,25.05510511058296,0.1369223071203814,0.03414643718955551,0.10277586993082588
1.03,24.919016076627216,-0.010041687940953122,-0.24084540774194974,0.23080371980099662
1.04,25.067664702603807,0.1987191892575852,0.10740543771812294,0.09131375153946225
1.05,24.943451046206352,0.34851200985795067,0.1407796850733637,0.20773232478458697
1.06,25.139586005238776,0.8109414478193531,0.7827443323210009,0.028197115498352132
1.07,25.267397562705998,0.3003462536888131,0.37064293004729243,-0.0702966763584793
1.08,24.947853260095993,0.29214409872830777,0.0885839345272052,0.20356016420110257
1.09,25.087663878468707,0.20518327058507718,0.13187820395374517,0.07330506663133202
1.1,24.961883053572915,-0.3736509074813023,-0.5638998868715065,0.1902489793902042
1.11,25.138966813134346,0.2024851921178438,0.17376572278204963,0.028719469335794168
1.12,24.908659706401828,0.2005314966569082,-0.03998343724919437,0.24051493390610257
1.13,25.083558374569996,0.9339980445406266,0.857022059366845,0.07697598517378168
1.14,24.94851495331502,0.11439347313844948,-0.08853932031170954,0.20293279345015902
1.15,25.01542954222946,0.26791106776523405,0.12829764630447366,0.1396134214607604
1.16,24.93333962461728,0.15690010429429177,-0.06040053462879666,0.21730063892308843
1.17,25.11899135007043,-0.16876806629434216,-0.21454874524857412,0.04578067895423196
1.18,24.953372418240637,0.5012479545586253,0.30292231349031173,0.19832564106831352
1.19,25.092581030175168,0.4002363711405957,0.33130938295515444,0.06892698818544124
1.2,25.003288951825553,0.40842755974330275,0.25739456520577975,0.151032994537523
1.21,25.02656566773287,-0.1045259310918146,-0.23371698973053165,0.12919105863871705
1.22,25.053102645763673,0.5860983941197534,0.48148508031201315,0.10461331380774025
1.23,24.96245873781737,-0.2644321417140935,-0.4541346891946459,0.18970254748055237
1.24,25.05999206614439,0.3377496669874896,0.2394467731534058,0.0983028938340838
1.25,25.192302960878997,0.829246707606637,0.8439868331691356,-0.014740125562498596
1.26,24.96177417535851,-0.14674100778005883,-0.33709333239073364,0.1903523246106748
1.27,25.157078817611126,-0.011397768163132652,-0.02500590307307868,0.01360813490994603
1.28,25.19002171581696,0.19643577048050967,0.20938300823120676,-0.012947237750697088
1.29,24.958910602591075,-0.009178444821507703,-0.2022487139575585,0.1930702691360508
1.3,24.895334789850526,-0.3333181403478414,-0.5862433473707337,0.2529252070228923
1.31,25.071350489081233,0.16810650441680391,0.08013500168812793,0.08797150272867599
1.32,24.986727795329372,-0.1811487831249796,-0.34783244159793913,0.16668365847295954
1.33,25.22864301790065,0.2942475907042961,0.3367182854306219,-0.04247069472632575
1.34,25.045577598247675,-0.13575350541055675,-0.2472946811945536,0.11154117578399686
1.35,24.962191051441323,0.5960638141154472,0.4061071816930005,0.1899566324224467
1.36,24.928009189023385,-0.10577085498158122,-0.32810479505991713,0.2223339400783359
1.37,25.15202978374468,0.05930589070670568,0.04152059928870604,0.017785291417999644
1.38,24.98623503796831,0.37781553182955113,0.21066522626941292,0.1671503055601382
1.39,25.048050462692753,-0.2271350381942334,-0.33639568464394487,0.10926064644971148
1.4,25.139562004455545,0.21823599788462447,0.19001864264405405,0.028217355240570424
1.41,24.995870041775166,0.5320556737486095,0.3740204011790692,0.1580352725695403
1.42,25.040017140943316,-0.3482239029205507,-0.4649064423077804,0.11668253938722967
1.43,25.043267329508044,0.18973966015670177,0.07606455520474606,0.11367510495195571
1.44,25.11357076813752,0.21706042576545545,0.16658190190738129,0.050478523858074165
1.45,25.104626896853965,0.3757526911360323,0.31746208045339636,0.05829061068263597
1.46,25.023855236314635,-0.23462579636170125,-0.36634839801345953,0.13172260165175828
1.47,25.052545661545885,-0.25912312631565887,-0.3642479899516589,0.10512486363600004
1.48,25.00931700001768,0.2870925405218173,0.141736288739579,0.14535625178223832
1.49,24.899047806068324,0.20965023329646362,-0.0398276353664663,0.24947786866292992
1.5,25.072883277905532,0.21033449201616777,0.12374991538038688,0.0865845766357809
1.51,25.23665651346844,0.2618990864168197,0.3102719963625957,-0.04837290994577603
1.52,24.959379568348165,-0.07376979532004514,-0.2663949663423845,0.1926251710223394
1.53,24.970762656300625,0.18881250408360856,0.006991511815064244,0.1818209922685443
1.54,24.96130699475039,0.2067213689279306,0.01592560741262125,0.19079576151530936
1.55,25.121153094249944,-0.08198874253895796,-0.1259038330373904,0.043915090498432424
1.56,25.093856606067916,0.6839715437020683,0.6161769173682303,0.06779462633383793
1.57,25.033468435483787,0.25714003671767505,0.13437980425532176,0.12276023246235329
1.58,24.95783444244398,-0.24622243329461183,-0.4403140557053299,0.19409162241071806
1.59,25.059188171458352,0.3282880682443443,0.22925049460781105,0.09903757363653326
1.6,24.893802423050072,-0.17247718897867598,-0.4268224696315485,0.25434528065287254
1.61,25.064921435760255,0.373806916639271,0.27999910435476716,0.09380781228450386
1.62,25.138045360774477,0.4988054608080824,0.46930791006776706,0.029497550740315348
1.63,24.926087151392576,-0.11449130095799187,-0.3386379162104246,0.22414661525243273
1.64,24.89826938006108,0.4187060112818428,0.16850468129905422,0.2502013299827886
1.65,25.209779139398236,0.28344669508419,0.31171883605259354,-0.028272140968403525
1.66,24.99097352855836,0.37990179475648816,0.21723687141252712,0.16266492334396104
1.67,25.16605841917739,0.7227045542842074,0.7164562475505099,0.006248306733697584
1.68,25.037378009930293,0.07268090685018995,-0.0464480984434701,0.11912900529366005
1.69,25.036896436414658,-0.07536614188517708,-0.19494198442675376,0.11957584254157667
1.7,25.097247329507567,-0.10696905971875716,-0.171760522567123,0.06479146284836583
1.71,24.965320315121534,-0.09754330840238658,-0.28452966266070423,0.18698635425831767
1.72,25.067284056171943,0.14273930368701643,0.05107981198235989,0.09165949170465654
1.73,25.016199541152847,0.26205045133700844,0.12315941113768353,0.1388910401993249
1.74,24.922613278893067,0.24294330061396516,0.015523790648368757,0.2274195099655964
1.75,25.08872497108873,0.42550794366453876,0.3531493704452692,0.07235857321926958
1.76,25.02896012309378,0.1774090934050377,0.05045150393635722,0.12695758946868047
1.77,25.0399025608843,0.6093796888810055,0.49259101593987453,0.11678867294113093
1.78,24.934903089115032,0.0870883673238368,-0.1287343947771633,0.2158227621010001
1.79,25.215373359739647,1.0219382381284132,1.054465512013928,-0.032527273885514685
1.8,25.1442188808869,0.395293358866577,0.3709918139963899,0.024301544870187097
1.81,25.153277189727167,-0.03727363596159358,-0.05402434925198127,0.016750713290387687
1.82,25.026631269902996,-0.1049998314229937,-0.23412966114223766,0.12912982971924397
1.83,24.884571589808303,0.3479982820878667,0.08513394563641868,0.262864336451448
1.84,25.25309575539211,0.1784022020099279,0.23864074873357502,-0.06023854672364712
1.85,25.05200840449889,0.4421340535680719,0.3365155676707621,0.10561848589730982
1.86,24.983552313624344,0.37658113888233097,0.20688948789410877,0.1696916509882222
1.87,25.100426588370855,0.2254604632602293,0.16347567629541035,0.06198478696481896
1.88,25.175772647187145,0.01238506965677301,0.013997234626241348,-0.0016121649694683382
1.89,25.057069650009378,-0.18851340835045377,-0.2894892166969196,0.10097580834646586
1.9,25.187546359408568,0.1614514802944388,0.17244641634792504,-0.010994936053486254
1.91,25.168302973227384,0.5554710848517931,0.5510484477809632,0.0044226370708299045
1.92,24.952678997159673,0.3518375086915809,0.15285402326059272,0.1989834854309882
1.93,24.99325224161999,-0.06343783195823131,-0.22394750695869153,0.1605096750004602
1.94,25.156699104560616,0.3828614735207529,0.3689401613086011,0.013921312212151815
1.95,24.789998267657687,0.4095176809064524,0.06488582744863347,0.34463185345781894
1.96,25.046628090286486,0.05209366524139241,-0.05847826597743989,0.1105719312188323
1.97,24.918804674761688,0.3614529926800295,0.13045055246092097,0.23100244021910854
1.98,25.01454654985765,0.34020578117114536,0.1997636758099413,0.14044210536120405
1.99,25.032634055929364,-0.012921629383879269,-0.13645789751612228,0.12353626813224301
2.0,25.02700576162601,0.4461900636904802,0.3174097209190408,0.1287803427714394
2.01,25.007918208541938,0.5133465672331935,0.36667416092800986,0.14667240630518363
2.02,24.95374410287747,0.6739653342846899,0.4759923264837722,0.19797300780091764
2.03,25.292963728358846,0.7078297416242301,0.7954989570555253,-0.08766921543129524
2.04,25.250832935677977,-0.012395134719022573,0.04622948157912265,-0.05862461629814522
2.05,24.94819428656807,0.09133774485546882,-0.11189908972475963,0.20323683458022845
2.06,25.222926676801674,0.5585755255437698,0.5967886850864648,-0.038213159542695
2.07,25.02508258544616,0.5413080771713686,0.41073225134892033,0.1305758258224483
2.08,25.07826201439202,0.5581212882027343,0.4763893207367475,0.08173196746598682
2.09,25.059330003376598,1.5688923651192443,1.469984444058953,0.09890792106029145
2.1,24.99999666728913,0.5874412782224177,0.43330287205073853,0.15413840617167912
2.11,25.16467089756293,0.7860801938077487,0.7787004915719146,0.0073797022358341735
2.12,25.079188447786088,0.723698247715918,0.6427998104061681,0.08089843730974988
2.13,25.019258783669677,0.6417668052819863,0.5057433731642355,0.1360234321177508
2.14,24.93676911261057,0.3575944798109356,0.14353642967803082,0.2140580501329048
2.15,24.978182686352312,0.6940050621726761,0.5192233319708389,0.17478173020183718
2.16,24.903718306630978,0.24220157476881926,-0.0029277794149583647,0.24512935418377763
2.17,25.069392803231782,0.41737955542146177,0.32763409227587903,0.08974546314558274
2.18,24.948818019091775,0.33411952504467857,0.13147409713826153,0.20264542790641704
2.19,25.042242656727943,0.5158216510080725,0.4011990697610419,0.11462258124703062
2.2,25.206123022728814,1.2115946652361054,1.2370657091523443,-0.02547104391623889
2.21,25.189356923775065,-0.044339592011022735,-0.031915972546214325,-0.01242361946480841
2.22,25.06651340591369,0.7185269387684095,0.6261671432724119,0.0923597954959976
2.23,25.06134675127535,0.040484537933827454,-0.05658132005375876,0.09706585798758621
2.24,25.25835680712092,0.41137940636878045,0.47534650417582486,-0.0639670978070444
2.25,25.122759092226033,0.872257869844538,0.8297257965060505,0.04253207333848752
2.26,25.038216961934808,0.5562491417749783,0.4378982666176963,0.11835087515728199
2.27,24.928709923662424,0.2031655280778841,-0.018507241773034783,0.22167276985091888
2.28,25.111013184361425,0.3409355657117242,0.2882307340814224,0.05270483163030176
2.29,25.15487236669095,0.7720984306433163,0.7566682717556873,0.015430158887628997
2.3,25.009088963585008,0.3383920958591007,0.19282132740477642,0.14557076845432426
2.31,25.101688517868634,0.6336580272829946,0.5727847825642765,0.060873244718718134
2.32,25.0365250388953,0.5695154059562436,0.4495948676915888,0.11992053826465482
2.33,25.05479325421114,0.3604722104916012,0.25741035746091273,0.10306185303068849
2.34,24.824728413830087,1.189262786009729,0.8731972811523536,0.3160655048573753
2.35,25.05164660437977,0.7556499859614089,0.649698979630562,0.10595100633084686
2.36,25.171075799865807,-0.025995252363212068,-0.02817034499445556,0.0021750926312434915
2.37,25.011312738649274,0.6292507111420221,0.4857710596696014,0.14347965147242076
2.38,25.080019755314463,0.37805679967725525,0.2979057259026131,0.08015107377464215
2.39,24.999486171815573,0.8276085787480497,0.6729883608720526,0.1546202178759971
2.4,25.111439533809463,0.35231162369640473,0.2999783465700885,0.05233327712631625
2.41,25.054057169824343,0.5519585347534478,0.448221412228807,0.10373712252464079
2.42,24.982099458608644,0.7468344846421409,0.5757660353670226,0.17106844927511822
2.43,25.209592882242113,0.8713039582005953,0.8994337844526512,-0.028129826252055956
2.44,25.169545059326207,0.2541037866841521,0.2506890057487147,0.0034147809354374004
2.45,25.016475303774946,0.4987177451848159,0.3600853548105334,0.1386323903742825
2.46,25.12705893300047,0.47255593557230496,0.43371414662019436,0.0388417889521106
2.47,25.131335423926565,0.42243900331167283,0.3872490992561254,0.03518990405554745
2.48,25.142138468425156,1.1460456390621079,1.119997562688795,0.026048076373312856
2.49,24.908796876296467,0.7159808510569808,0.47559419910096823,0.2403866519560126
2.5,25.179197240662365,0.2341992063530028,0.2385569375965432,-0.004357731243540414
2.51,25.021880810619606,0.8748408493638069,0.7412719737728688,0.1335688755909381
2.52,25.043382033609845,1.239451480421322,1.1258823994924543,0.11356908092886764
2.53,25.343267121909246,0.9457634620602084,1.0654244614577286,-0.11966099939752017
2.54,25.109980404170816,0.1608875966153669,0.10728201147366165,0.05360558514170524
2.55,25.041474937654474,0.4653899528942169,0.35005708772983574,0.11533286516438118
2.56,24.85989186670783,0.9722164482713509,0.6869283494848155,0.2852880987865354
2.57,25.219711835844794,0.41015976732987786,0.4459612614544398,-0.03580149412456196
2.58,24.946528573517302,0.7228852257235082,0.5180692764357163,0.2048159492877919
2.59,24.981019768076244,0.8296743128051316,0.6575824824504172,0.17209183035471443
2.6,25.048542546024237,0.33111404605737843,0.22230675953216134,0.1088072865252171
2.61,25.223633072287424,0.6056500975165439,0.6443915083739911,-0.0387414108574472
2.62,25.15963000864465,-0.35761310003395325,-0.36912117964654423,0.011508079612590982
2.63,25.0668363755298,0.2908924430530518,0.19882618859063728,0.09206625446241451
2.64,25.11376344908729,0.5301854826347272,0.47987443145060094,0.050311051184126265
2.65,25.02320978931846,0.22278074653907992,0.09045478824003361,0.1323259582990463
2.66,25.097527843115625,1.1007764071595825,1.0362329441689626,0.06454346299061986
2.67,25.091210263860532,0.173543223540613,0.10339781233698589,0.0701454112036271
2.68,25.181067693843346,0.47416276517161837,0.4800144091878398,-0.005851644016221402
2.69,25.18122263107923,0.6427574651434768,0.6487326758924264,-0.005975210748949689
2.7,25.13421667128241,1.0303783251430143,0.9976383832242599,0.0327399419187544
2.71,25.048898291198896,0.15337346999108145,0.04489384002198041,0.10847962996910104
2.72,25.159629389948087,0.9355535413039089,0.9240449532681878,0.011508588035721079
2.73,25.076564427107,0.5811536899945557,0.49789261507893123,0.08326107491562451
2.74,24.97788394973566,0.272651265116615,0.0975862356409915,0.17506502947562352
2.75,25.04606071995573,0.7031253002620269,0.5920299639023145,0.11109533635971236
2.76,25.095156309724054,0.6309204720590273,0.564278178502679,0.06664229355634832
2.77,25.178039301568607,0.4002222866674574,0.40365317390566857,-0.0034308872382111666
2.78,25.06897901749939,0.5855410245262912,0.4954202428998785,0.09012078162641268
2.79,24.96672607475935,0.4336978082687815,0.2480457644848001,0.18565204378398142
2.8,25.09363422503518,0.5932431584504105,0.5252512197400355,0.06799193871037501
2.81,25.09961977118609,0.7483842386179801,0.6856880375461776,0.06269620107180252
2.82,25.10717204019716,1.020594225034973,0.9645342537045065,0.056059971330466585
2.83,25.18088953867904,0.16416638868835978,0.16987591493612722,-0.005709526247767438
2.84,25.191108820518327,1.1747303262167492,1.188532704103391,-0.013802377886641848
2.85,25.030109518344698,-0.08111981804453511,-0.20700630163952732,0.12588648359499222
2.86,25.028230368498047,0.4599624431010936,0.3323244619036846,0.127637981197409
2.87,24.986138951572773,0.6696899061812878,0.5024486003281048,0.16724130585318298
2.88,25.16035449770582,0.5874450748176817,0.5765320654540987,0.01091300936358297
2.89,25.23566904916382,0.31424968114520624,0.36189947177188686,-0.04764979062668062
2.9,25.05959295283302,0.41259921222317336,0.31393162413395936,0.098667588089214
2.91,25.067272196085625,0.32820504477515905,0.2365347788808972,0.09167026589426186
2.92,25.238407614821345,0.2973617916531797,0.3470141393514987,-0.049652347698319
2.93,25.14259925066413,0.7187350107096009,0.6930741600335694,0.02566085067603152
2.94,25.135981141670545,0.5649777268078331,0.5337339367184605,0.031243790089372614
2.95,24.97358002607627,0.22057965549839903,0.04143203284701302,0.179147622651386
2.96,25.160858588718927,0.7047034837333337,0.6942041757382076,0.010499307995126106
2.97,25.000386252490266,0.5120688794192172,0.35829811685863944,0.15377076256057776
2.98,24.980211972329663,0.6498073413124551,0.47694973302675975,0.17285760828569535
2.99,25.059250937258835,0.5897715440104738,0.49079134807497365,0.09898019593550017
3.0,25.035662926232174,0.14825740119297479,0.027536440836770287,0.1207209603562045
3.01,25.072396332408015,0.22702520686465777,0.14000021625583903,0.08702499060881874
3.02,24.950772241290217,0.5951266020946604,0.39433444047124666,0.20079216162341373
3.03,25.19106613791113,0.5720513555456692,0.5858201843567465,-0.013768828811077327
3.04,25.208267238861886,0.3720142355792659,0.39912997625004243,-0.027115740670776545
3.05,24.901078463765025,0.38082507961680667,0.13323625847611842,0.24758882114068825
3.06,25.193972593136376,0.7563989750457103,0.7724474537809178,-0.01604847873520754
3.07,25.01538805059868,0.17299835270983593,0.03334599862976151,0.13965235408007443
3.08,25.182452567909504,0.5260592001866385,0.5330143401085056,-0.006955139921867026
3.09,25.090224465192996,0.2935404192569826,0.222517777126173,0.07102264213080961
3.1,25.10026077073294,0.28275298409794,0.22062203428107402,0.062130949816865955
3.11,25.079187548863466,0.6625449486260829,0.5816457028678219,0.08089924575826102
3.12,25.21922433332399,0.5899354892007015,0.6253701927195995,-0.03543470351889799
3.13,24.974366710356254,0.5650640359692871,0.386662777918641,0.1784012580506461
3.14,25.159423643802203,0.719263750919205,0.7075860645424707,0.011677686376734275
3.15,25.20908672434819,0.3302909098085012,0.35803378411064235,-0.027742874302141174
3.16,25.170901813453153,0.519957477261915,0.5176416127413959,0.0023158645205191286
3.17,25.33205179397944,0.2318099465847673,0.34457991804617694,-0.11276997146140963
3.18,25.047001323029477,0.38153318375988315,0.2713054562989011,0.11022772746098203
3.19,25.195940577921775,0.2593624047554101,0.2769488390415582,-0.01758643428614809
3.2,25.089915128093146,0.3218811683660557,0.2505830868587109,0.07129808150734479
3.21,25.224178894830565,0.4795764708803041,0.5187256440115708,-0.03914917313126676
3.22,25.100383482793077,0.03219463784035161,-0.02982814292284578,0.062022780763197394
3.23,25.06267889894955,0.887671341004631,0.7918206886604517,0.09585065234417922
3.24,25.232387791892968,-0.029385764181226792,0.01585271895115356,-0.04523848313238035
3.25,25.05293847157211,-0.11044807193640278,-0.2152121469500482,0.10476407501364542
3.26,24.961136183149087,0.588623516478167,0.39766562568926395,0.19095789078890307
3.27,25.05103816388261,0.4819916567929923,0.375481260230676,0.10651039656231626
3.28,25.16494023961416,0.43474516789850753,0.42758525711655926,0.0071599107819482755
3.29,25.24255491246256,0.4330558506557939,0.48572365352234603,-0.05266780286655215
3.3,25.11477806677403,0.22676873220727267,0.1773389741323652,0.04942975807490746
3.31,25.235798927499054,-0.02698529615387992,0.02075967144477584,-0.04774496759865576
3.32,24.968475819748672,0.22520956592446165,0.041218260403357104,0.18399130552110454
3.33,25.060281056123692,0.011623256647146585,-0.08641563803061786,0.09803889467776444
3.34,25.07606398118614,0.5070805257605415,0.42336824202560314,0.08371228373493839
3.35,25.093779640036164,0.17468131093021608,0.10681839966038417,0.0678629112698319
3.36,25.11395911107484,-0.0378941560655713,-0.08803517967029627,0.05014102360472497
3.37,25.174954857038752,0.1084876900198495,0.10944223771275498,-0.000954547692905483
3.38,25.061697166114264,0.3125324028555193,0.2157863193811958,0.09674608347432351
3.39,25.120394806839233,0.024093599316649936,-0.020475375077586497,0.04456897439423643
3.4,25.10229373690371,-0.05001376565524482,-0.11035442495454564,0.060340659299300825
3.41,25.014531122917543,0.2609222798790538,0.12046569362065401,0.1404565862583998
3.42,25.09606753134616,0.26492524508977583,0.1990899746058335,0.06583527048394233
3.43,25.093382333788103,0.030757888423600017,-0.03745759785175755,0.06821548627535756
3.44,25.091554316375653,0.04447949516804195,-0.025359949496334355,0.0698394446643763
3.45,25.11155240420563,0.24976467801134355,0.19752973640407162,0.052234941607271934
3.46,25.1162578978525,-0.24831661417388592,-0.29646276013126716,0.04814614595738123
3.47,25.065775110695007,-0.2451262904787758,-0.33815739326910066,0.09303110279032487
3.48,25.236590186387115,-0.015427145922873618,0.032897229601227124,-0.04832437552410074
3.49,24.99268473402236,0.11267796960769526,-0.04836835018306486,0.16104631979076012
3.5,25.03784986961554,0.27188554345439714,0.1531942375010944,0.11869130595330274
3.51,25.38825732597069,0.652654591923887,0.7986870051180432,-0.14603241319415627
