time,pos_x_km,pos_y_km,pos_z_km,sun_x_body,sun_y_body,sun_z_body,solar_irradiance_Wm2,eclipse_factor,is_umbra,is_penumbra,albedo_flux_Wm2,earth_ir_flux_Wm2,incidence_angle_deg,occlusion_factor,visible_area_ratio,effective_irradiance_Wm2,cell_temperature_K,array_current_A,array_voltage_V,array_power_W,remaining_factor,ddd_cumulative_MeVg
2024-01-01 00:02:10,2878.0243823680967,-3143.45007124127,5280.650656007528,-0.3519658072340741,0.9174739177172998,-0.1853690396116241,1407.5696056314034,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9999060832573632,626141.0206013365
2024-01-01 00:02:15,2908.977757370335,-3121.144640506667,5276.957686423426,-0.35299920074085406,0.917476931098824,-0.1833784206982979,1407.569607506042,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9999024712511055,650223.3675475417
2024-01-01 00:02:20,2939.8386388728877,-3098.7399698114177,5273.096450149832,-0.3540213333997998,0.9174799504995225,-0.18138201655407116,1407.5696093806298,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998988592578957,674305.714493747
2024-01-01 00:02:25,2970.6060462798805,-3076.236772210386,5269.067071470155,-0.3550321730844959,0.9174829757315527,-0.17937989106272778,1407.5696112551561,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998952472777336,698388.0614399522
2024-01-01 00:02:30,3001.2790019708978,-3053.63576387074,5264.869680009449,-0.35603168803253393,0.9174860066063104,-0.1773721082873791,1407.5696131296268,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998916353106192,722470.4083861575
2024-01-01 00:02:35,3031.8565313315385,-3030.937664049556,5260.504410730345,-0.3570198468462934,0.917489042934517,-0.17535873246848432,1407.569615004047,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998880233565526,746552.7553323627
2024-01-01 00:02:40,3062.3376627840944,-3008.143195071108,5255.971403928693,-0.35799661849422804,0.9174920845261495,-0.1733398280216048,1407.5696168784084,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998844114155335,770635.102278568
2024-01-01 00:02:45,3092.7214278182437,-2985.2530823039883,5251.270805229085,-0.35896197231150073,0.9174951311905657,-0.17131545953545474,1407.5696187527126,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.999880799487562,794717.4492247732
2024-01-01 00:02:50,3123.0068610213557,-2962.2680541383975,5246.402765580238,-0.3599158780010894,0.9174981827364825,-0.1692856917697334,1407.5696206269615,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.999877187572638,818799.7961709785
2024-01-01 00:02:55,3153.193000108833,-2939.188841963207,5241.367441250225,-0.3608583056348987,0.9175012389719477,-0.16725058965292539,1407.5696225011577,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998735756707615,842882.1431171837
2024-01-01 00:03:00,3183.2788859546645,-2916.0161801426952,5236.164993821417,-0.3617892256542708,0.9175042997044922,-0.16521021828038424,1407.5696243752957,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998699637819325,866964.490063389
2024-01-01 00:03:05,3213.2635626212214,-2892.7508059937295,5230.795590185476,-0.36270860887134493,0.9175073647410206,-0.1631646429120031,1407.5696262493816,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998663519061509,891046.8370095942
2024-01-01 00:03:10,3243.146077389496,-2869.3934597624125,5225.2594025380195,-0.36361642646964054,0.9175104338879305,-0.161113928970247,1407.5696281234145,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998627400434166,915129.1839557994
2024-01-01 00:03:15,3272.9254807892926,-2845.9448846006158,5219.556608373129,-0.3645126500051741,0.9175135069510743,-0.15905814203789298,1407.5696299973808,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998591281937296,939211.5309020047
2024-01-01 00:03:20,3302.6008266287236,-2822.4058265429026,5213.687390477841,-0.36539725140710744,0.917516583735848,-0.15699734785603797,1407.5696318712971,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998555163570898,963293.8778482099
2024-01-01 00:03:25,3332.1711720241806,-2798.777034482865,5207.651936926314,-0.36627020297891943,0.9175196640471278,-0.15493161232178337,1407.5696337451602,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998519045334973,987376.2247944152
2024-01-01 00:03:30,3361.635577430349,-2775.059260149323,5201.450441073853,-0.367131477398947,0.9175227476893908,-0.15286100148624343,1407.5696356189715,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998482927229518,1011458.5717406204
2024-01-01 00:03:35,3390.9931066689896,-2751.2532580832785,5195.08310155096,-0.3679810477213494,0.9175258344666981,-0.1507855815523727,1407.5696374927215,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998446809254535,1035540.9186868257
2024-01-01 00:03:40,3420.242826959453,-2727.3597856133697,5188.550122256892,-0.3688188873771445,0.9175289241826647,-0.14870541887263883,1407.569639366414,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998410691410023,1059623.265633031
2024-01-01 00:03:45,3449.383808947098,-2703.379602832792,5181.85171235343,-0.3696449701745778,0.9175320166406136,-0.1466205799471707,1407.5696412400546,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998374573695981,1083705.6125792363
2024-01-01 00:03:50,3478.4151267333355,-2679.3134725747614,5174.9880862581285,-0.3704592703003925,0.9175351116434638,-0.14453113142128615,1407.5696431136396,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998338456112409,1107787.9595254415
2024-01-01 00:03:55,3507.3358579042106,-2655.1621603890335,5167.959463637761,-0.3712617623202824,0.9175382089938575,-0.14243714008355512,1407.5696449871684,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998302338659305,1131870.3064716468
2024-01-01 00:04:00,3536.145083559912,-2630.9264345173906,5160.766069401244,-0.3720524211798884,0.9175413084941197,-0.14033867286347562,1407.5696468606434,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.999826622133667,1155952.653417852
2024-01-01 00:04:05,3564.8418883435606,-2606.6070658696804,5153.408133692693,-0.37283122220545106,0.9175444099463186,-0.1382357968293742,1407.569648734063,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998230104144504,1180035.0003640573
2024-01-01 00:04:10,3593.4253604702108,-2582.2048279994083,5145.885891884123,-0.3735981411046275,0.9175475131522718,-0.1361285791861811,1407.569650607424,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998193987082805,1204117.3473102625
2024-01-01 00:04:15,3621.894591755237,-2557.7204970797143,5138.199584568173,-0.37435315396714863,0.917550617913597,-0.13401708727331885,1407.5696524807274,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998157870151574,1228199.6942564677
2024-01-01 00:04:20,3650.2486776435394,-2533.1548518784925,5130.34945755043,-0.3750962372656075,0.9175537240317218,-0.1319013885624476,1407.5696543539793,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998121753350809,1252282.041202673
2024-01-01 00:04:25,3678.4867172374547,-2508.508673734423,5122.33576184189,-0.3758273678562347,0.9175568313078861,-0.12978155065526809,1407.5696562271787,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998085636680512,1276364.3881488782
2024-01-01 00:04:30,3706.6078133258675,-2483.782746531788,5114.158753650901,-0.3765465229794577,0.9175599395432188,-0.12765764128138046,1407.5696581003158,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998049520140679,1300446.7350950835
2024-01-01 00:04:35,3734.6110724119762,-2458.977856676315,5105.8186943753135,-0.3772536802607338,0.9175630485387137,-0.12552972829602654,1407.5696599733988,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9998013403731313,1324529.0820412887
2024-01-01 00:04:40,3762.495604741866,-2434.0947930701036,5097.315850594185,-0.3779488177111772,0.9175661580952751,-0.12339787967789456,1407.5696618464299,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997977287452411,1348611.428987494
2024-01-01 00:04:45,3790.2605243323324,-2409.134347087045,5088.650494059518,-0.37863191372814053,0.9175692680137671,-0.12126216352698782,1407.5696637194008,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997941171303973,1372693.7759336992
2024-01-01 00:04:50,3817.904948999047,-2384.0973125477703,5079.822901687717,-0.3793029470960193,0.9175723780949923,-0.1191226480623015,1407.5696655923232,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997905055286,1396776.1228799045
2024-01-01 00:04:55,3845.4280003843605,-2358.984485694745,5070.833355550943,-0.3799618969868146,0.9175754881397427,-0.11697940161966203,1407.5696674651883,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997868939398491,1420858.4698261097
2024-01-01 00:05:00,3872.8288039852864,-2333.796665166997,5061.682142868227,-0.38060874296068015,0.9175785979488519,-0.11483249264955636,1407.5696693379953,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997832823641444,1444940.816772315
2024-01-01 00:05:05,3900.1064891806354,-2308.534651975461,5052.369555996662,-0.3812434649667966,0.9175817073231323,-0.11268198971475618,1407.569671210747,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.999779670801486,1469023.1637185202
2024-01-01 00:05:10,3927.2601892592716,-2283.199249477098,5042.895892421999,-0.3818660433435789,0.9175848160635366,-0.11052796148832927,1407.5696730834443,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997760592518737,1493105.5106647254
2024-01-01 00:05:15,3954.2890414466237,-2257.7912633504557,5033.26145474969,-0.3824764588196605,0.9175879239710452,-0.10837047675118838,1407.5696749560834,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997724477153077,1517187.8576109307
2024-01-01 00:05:20,3981.192186932946,-2232.311501569425,5023.466550695097,-0.3830746925141887,0.9175910308467927,-0.1062096043899996,1407.5696768286705,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997688361917878,1541270.204557136
2024-01-01 00:05:25,4007.968770899723,-2206.760774378503,5013.511493074119,-0.3836607259375821,0.9175941364920227,-0.10404541339485668,1407.5696787012,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997652246813139,1565352.5515033412
2024-01-01 00:05:30,4034.6179425471055,-2181.139894266976,5003.39659979333,-0.38423454099190646,0.9175972407081749,-0.10187797285715167,1407.5696805736698,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997616131838861,1589434.8984495464
2024-01-01 00:05:35,4061.1388551209657,-2155.4496759432163,4993.122193839984,-0.3847961199715694,0.9176003432968587,-0.09970735196720776,1407.5696824460922,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997580016995042,1613517.2453957517
2024-01-01 00:05:40,4087.530665939338,-2129.6909363093914,4982.688603272066,-0.38534544556377714,0.9176034440598981,-0.09753362001211391,1407.5696843184573,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997543902281684,1637599.592341957
2024-01-01 00:05:45,4113.792536419217,-2103.8644944356593,4972.096161208016,-0.38588250084897563,0.9176065427993829,-0.09535684637352815,1407.569686190767,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997507787698783,1661681.9392881622
2024-01-01 00:05:50,4139.923632103501,-2077.971171534026,4961.345205816195,-0.38640726930151725,0.9176096393176391,-0.0931771005252735,1407.5696880630148,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997471673246341,1685764.2862343674
2024-01-01 00:05:55,4165.923122686944,-2052.011790932986,4950.436080304512,-0.3869197347899569,0.9176127334173156,-0.09099445203127382,1407.5696899352117,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997435558924357,1709846.6331805727
2024-01-01 00:06:00,4191.790182042836,-2025.9871780512203,4939.369132909561,-0.3874198815777109,0.9176158249013489,-0.08880897054312481,1407.5696918073565,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997399444732831,1733928.980126778
2024-01-01 00:06:05,4217.523988249172,-1999.898160371683,4928.144716885781,-0.3879076943233408,0.9176189135730474,-0.08662072579798691,1407.5696936794413,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.999736333067176,1758011.3270729831
2024-01-01 00:06:10,4243.123723614314,-1973.7455674159103,4916.763190494586,-0.3883831580811451,0.9176219992360654,-0.08442978761623615,1407.5696955514734,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997327216741148,1782093.6740191884
2024-01-01 00:06:15,4268.588574703466,-1947.5302307174102,4905.224916992964,-0.3888462583015403,0.9176250816944496,-0.08223622589921287,1407.5696974234454,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997291102940989,1806176.0209653936
2024-01-01 00:06:20,4293.917732364364,-1921.252983795572,4893.530264622194,-0.38929698083141107,0.917628160752688,-0.08004011062702704,1407.5696992953688,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997254989271288,1830258.3679115989
2024-01-01 00:06:25,4319.110391752793,-1894.9146621296054,4881.679606596424,-0.38973531191467026,0.9176312362156811,-0.07784151185617882,1407.5697011672319,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997218875732041,1854340.7148578041
2024-01-01 00:06:30,4344.165752358481,-1868.516103131893,4869.67332109088,-0.390161238192487,0.9176343078888265,-0.07564049971741316,1407.5697030390404,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997182762323249,1878423.0618040094
2024-01-01 00:06:35,4369.083018029846,-1842.0581461222798,4857.511791230344,-0.3905747467038292,0.9176373755779845,-0.07343714441336008,1407.5697049107916,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997146649044911,1902505.4087502146
2024-01-01 00:06:40,4393.861397000346,-1815.5416323005927,4845.195405076759,-0.3909758248856774,0.9176404390895637,-0.07123151621632634,1407.569706782487,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997110535897027,1926587.7556964199
2024-01-01 00:06:45,4418.500101912708,-1788.9674047210863,4832.7245556175185,-0.3913644605735185,0.9176434982304911,-0.06902368546597143,1407.5697086541304,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997074422879596,1950670.102642625
2024-01-01 00:06:50,4442.998349844473,-1762.3363082653361,4820.099640752947,-0.3917406420016271,0.9176465528082622,-0.06681372256704776,1407.5697105257207,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9997038309992617,1974752.4495888303
2024-01-01 00:06:55,4467.355362332829,-1735.6491896157106,4807.321063283953,-0.3921043578033425,0.9176496026309829,-0.06460169798718385,1407.569712397253,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.999700219723609,1998834.7965350356
2024-01-01 00:07:00,4491.5703653993105,-1708.9068972287491,4794.389230899443,-0.39245559701151755,0.9176526475073485,-0.06238768225449054,1407.5697142687213,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9996966084610016,2022917.1434812408
2024-01-01 00:07:05,4515.6425895744405,-1682.110281308399,4781.304556163606,-0.39279434905866717,0.917655687246722,-0.060171745955424905,1407.5697161401406,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9996929972114392,2046999.490427446
2024-01-01 00:07:10,4539.571269922366,-1655.2601937790803,4768.067456502954,-0.39312060377742,0.9176587216591022,-0.057953959732351124,1407.5697180115103,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9996893859749221,2071081.8373736513
2024-01-01 00:07:15,4563.355646065077,-1628.3574882589603,4754.678354193364,-0.3934343514006362,0.9176617505552053,-0.05573439428142102,1407.5697198828188,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9996857747514498,2095164.1843198566
2024-01-01 00:07:20,4586.994962206757,-1601.4030200329269,4741.137676346817,-0.3937355825618092,0.9176647737464387,-0.053513120350152155,1407.56972175407,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9996821635410226,2119246.531266062
2024-01-01 00:07:25,4610.488467157662,-1574.3976460258089,4727.445854898163,-0.3940242882952609,0.9176677910449463,-0.05129020873521345,1407.569723625268,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9996785523436403,2143328.8782122675
2024-01-01 00:07:30,4633.835414358535,-1547.3422247748667,4713.603326591379,-0.39430046003631886,0.9176708022636556,-0.049065730280165254,1407.5697254964066,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9996749411593029,2167411.225158473
2024-01-01 00:07:35,4657.035061903829,-1520.237616403321,4699.610532966236,-0.3945640896216821,0.9176738072162478,-0.04683975587308159,1407.569727367496,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9996713299880103,2191493.5721046785
2024-01-01 00:07:40,4680.086672565934,-1493.0846825926178,4685.467920344186,-0.394815169289474,0.9176768057172437,-0.04461235644437539,1407.5697292385296,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9996677188297626,2215575.919050884
2024-01-01 00:07:45,4702.989513818348,-1465.8842865556358,4671.175939814632,-0.3950536916796019,0.9176797975819646,-0.042383602964383704,1407.5697311095073,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9996641076845596,2239658.2659970894
2024-01-01 00:07:50,4725.742857859169,-1438.6372930092923,4656.735047220727,-0.3952796498337797,0.917682782626619,-0.04015356644122864,1407.5697329804289,1.0,False,False,0.0,0.0,90.0,1.0,0.0,0.0,250.0,0.0,28.0,0.0,0.9996604965524013,2263740.612943295
